0,"What is ""FM""",*,*,"FM is a short term of Freshmen, means a student in the first year of college",botprofile.aiml
0,When will the schedule swap exercise hold,*,*,"It depands, last year was 3 Sep 4:30 pm. Please check Learner Portal for the latest info",botprofile.aiml
0,Where is Dominic?s temple,*,*,The college staff room is located at 12-13 Floor of KEC Center,botprofile.aiml
0,Where can I find Dominic Cheng,*,*,The college staff room is located at 12-13 Floor of KEC Center,botprofile.aiml
0,When can I swap my timetable,*,*,Usually will be the first week of new semester.Please check Learner Portal for the latest info,botprofile.aiml
0,How many lessons I can have within a day,*,*,The school didn't state it but no more than 3 consecutive lessons should be fine,botprofile.aiml
0,Where can I insert LAN at the college,*,*,"We can find a few in common room at 3/F, but the college have provided WiFi for all student who studies in HKUSpace",botprofile.aiml
0,What is the Student representative for,*,*,"1. To attend the HD Class Representative Meeting twice a year.
2. To act as a bridge between the College and the fellow classmates by collecting comments from and
conveying messages to the classmates as well as reflecting their opinions to the College in relation
to teaching, learning and support services.
3. The term of service is one academic year, i.e. academic year 2019/20",botprofile.aiml
0,How to apply for Student Representative,*,*,Student have to fill in a form and submit it to the college office. Notice that there will be only one representative per course,botprofile.aiml
0,The add-drop period starts from when,*,*,Please check Learner Portal for the latest info,botprofile.aiml
0,Do I need a laptop with tons of storage,*,*,It depends on personal needs,botprofile.aiml
0,May I ask is there any class on Sunday,*,*,Nope. Classes will only held on Mon to Sat,botprofile.aiml
0,Do we need to come back to school before 9/9,*,*,Please check the school calendar,botprofile.aiml
0,Do we have Saturday class for every student,*,*,"For some courses, lectures will only held on Saturday. For most of the courses you can swap on our system",botprofile.aiml
0,Where to view my timetable tomorrow,*,*,We can check our timetable on the Score system,botprofile.aiml
0,Is that normal that I can't check my time table now,*,*,Please refer to the lastest notice form school,botprofile.aiml
0,Is it easier to successfully swap my class when I do it earlier,*,*,Each course have a limited quota. The anser is Yessssss,botprofile.aiml
0,Can I start swap class at 9/9 midnight,*,*,"The time of swapping class will start at morning, usually will be 8:30 am",botprofile.aiml
0,Is there any class we can swap,*,*,All lesson can be swap unless that is one class only,botprofile.aiml
0,Using a computer to enter the swap platform,*,*,"Yes, smartphone also can do",botprofile.aiml
0,Is there any limitation of swapping class,*,*,15 times of adjustment court for each course,botprofile.aiml
0,Is that means there need to have enough quota if we want to swap our class successfully,*,*,"Yes, every classroom will have their limition of seats",botprofile.aiml
0,What is myFuture for,*,*,"In this website we can apply for Reference Letter to support my University Application, apply for College Principal's Recommendation Scheme (HKU), report your University Offer and Interview Experience, course/Class Add/Drop/Swap Exercise, apply for Transcript(s) and Payment Online, destination Survey and Graduation Ceremony Registration, withdraw study from the College",botprofile.aiml
0,What is SCORE for ,*,*,In this website you can download unofficial transcript and check your timetable,botprofile.aiml
0,Do I have Office 365 subscription,*,*,All student will have Office 365 subscription during your study period,botprofile.aiml
0,Is Johnny sir a good teacher,*,*,"For students who studied networking course, they clamed that Johnny is a straight lecturer who offering knowledge of networking stuff. As soon as we follows his rules",botprofile.aiml
0,Anything we need to bring at the first lesson,*,*,"A pen, notebook and a well prepared brain",botprofile.aiml
0,Do we need to print our own notes,*,*,"Usually teacher will prepared a powerpoint file for us on soul, some lecture may even print it out to us",botprofile.aiml
0,Where can i get a locker,*,*,You can go to Myfuture to registration a locker,botprofile.aiml
0,Do we need to bring a laptop to the first lesson,*,*,You can bring it if you really need to type ur own notes,botprofile.aiml
0,Where to go at the free time between classes,*,*,Go for a lunch or coffee and sit at 3/F common room,botprofile.aiml
0,The first week won't count attendance,*,*,"Yes. During the add drop period, attendance will not be counted. But the lecturer will still teach their class and notes. It is better to attend lectures on time If you do not want to miss anything",botprofile.aiml
0,CIT centre is also located in Kowloonbay,*,*,"Yes.It is located in 63 Tai Yip Street, Kowloon Bay, Kowloon (Exit A, Kowloon Bay MTR Station)",botprofile.aiml
0,Where is IEC,*,*,"Island East Campus is located in 494 King?s Road, North Point, Hong Kong (Exit B3, North Point MTR Station)",botprofile.aiml
0,Where is CIT,*,*,"CITA Learning Centre is located in 63 Tai Yip Street, Kowloon Bay, Kowloon (Exit A, Kowloon Bay MTR Station)",botprofile.aiml
0,Where is HPSHCC,*,*,"HKU SPACE Po Leung Kuk Stanley Ho Community College (HPSHCC) Campus is located in 66 Leighton Road, Causeway Bay, Hong Kong",botprofile.aiml
0,Where is ULC,*,*,"United Learning Centre is located in 6/F & 34/F, United Centre, 95 Queensway, Hong Kong (Exit D, Admiralty MTR Station)",botprofile.aiml
0,Where is ALC,*,*,"Admiralty Learning Centre is located in 2/F & 3/F, Admiralty Centre, 18 Harcourt Road, Hong Kong (access via the shopping arcade escalators through Exit A, Admiralty MTR Station)",botprofile.aiml
0,Where is CLC,*,*,"Cyberport Learning Centre is located in Level 5, Cyberport 1, 100 Cyberport Road, Hong Kong",botprofile.aiml
0,Where is GHLC,*,*,"Graduate House Learning Centre is located in Level P6 (Room P601 & P602), Graduate House, No. 3 University Drive, The University of Hong Kong, Hong Kong (Exit A2, HKU MTR Station)",botprofile.aiml
0,Do we need facility card to enter library,*,*,"Yes, we can't enter library just using student card",botprofile.aiml
0,Is there any native speaker teaching english course,*,*,"Yes, there are some teacher like Mark, Daivd etc",botprofile.aiml
0,Why the 3 hours class is shown as 120 mins on swap platform,*,*,It's a 120 mins class plus 10 mins for you to switch classroom,botprofile.aiml
0,Is there any power socket to charge my notebook,*,*,"Yes, they are all around the campus. You may find them in 3/F common room or other normal classroom",botprofile.aiml
0,Can we smoke or drink in campus,*,*,"We better do it outside the school after the lesson, smoke in campus area is prohibited",botprofile.aiml
